occurrence_no,record_type,reid_no,flags,collection_no,permissions,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_attr,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,ref_author,ref_pubyr,reference_no,phylum,phylum_no,class,class_no,order,order_no,family,family_no,genus,genus_no,subgenus_no,plant_organ,plant_organ2,abund_value,abund_unit,lng,lat,occurrence_comments,collection_name,collection_subset,collection_aka,cc,state,county,latlng_basis,latlng_precision,geogscale,geogcomments,paleomodel,paleolng,paleolat,geoplate,cc.1,protected,formation,stratgroup,member,stratscale,zone,localsection,localbed,localorder,regionalsection,regionalbed,regionalorder,stratcomments,lithdescript,lithology1,lithadj1,lithification1,minor_lithology1,fossilsfrom1,lithology2,lithadj2,lithification2,minor_lithology2,fossilsfrom2,environment,tectonic_setting,geology_comments,assembl_comps,articulated_parts,associated_parts,common_body_parts,rare_body_parts,feed_pred_traces,artifacts,component_comments,pres_mode,preservation_quality,spatial_resolution,temporal_resolution,lagerstatten,concentration,orientation,abund_in_sediment,sorting,fragmentation,bioerosion,encrustation,preservation_comments,collection_type,collection_methods,museum,collection_coverage,collection_size,rock_censused,collectors,collection_dates,collection_comments,taxonomy_comments,taxon_environment,environment_basis,motility,life_habit,vision,diet,reproduction,ontogeny,ecospace_comments,composition,architecture,thickness,reinforcement,primary_name,primary_reso,subgenus_name,subgenus_reso,species_name,species_reso,primary_reference,authorizer,enterer,modifier
842193,occ,NA,,93460,NA,Paratypothorax sp.,genus,64939,,Paratypothorax,NA,genus,64939,Norian,,228,208.5,Long and Murry,1995,14122,Chordata,33815,Reptilia,36322,Eosuchia,37795,Stagonolepididae,64937,Paratypothorax,64939,NA,NA,NA,NA,,-109.849998,35.033333,"UCMP, numerous plates including paramedians and laterals","Hell Wash (UCMP V82272, PFV 37)",NA,PF37,US,Arizona,Apache,based on nearby landmark,minutes,,Devils Playground area of Petrified Forest National Park,gp_mid,-37.64,10.53,101,US,FED,Chinle,,Petrified Forest,,,,,,,,NA,"""Upper Petrified Forest Formation""; now known as the Petrified Forest Member (Woody 2003) or the Painted Desert Member of the Petrified Forest Formation (Heckert & Lucas 2002). \r\n""just above Goblin Sandstone""",,not reported,,,,,,,,,,terrestrial indet.,,,macrofossils,,,,,,NA,,body,,,,,,,,,,,,,taxonomic,survey of museum collection,UCMP,,,,UCMP,1980s,,,terrestrial,NA,actively mobile,,NA,herbivore,,,,hydroxyapatite,,,NA,Paratypothorax,,,NA,sp.,,R. A. Long and P. A. Murry. 1995. Late Triassic (Carnian and Norian) tetrapods from the southwestern United States. New Mexico Museum of Natural History and Science Bulletin 4:1-254,R. Butler,R. Butler,
842194,occ,NA,,93460,NA,Typothorax coccinarum,species,64940,,Typothorax coccinarum,NA,species,64940,Norian,,228,208.5,Long and Murry,1995,14122,Chordata,33815,Reptilia,36322,Eosuchia,37795,Stagonolepididae,64937,Typothorax,64792,NA,NA,NA,8,specimens,-109.849998,35.033333,"UCMP 126843, 126852, 126857, 126964, 126965, 126968, 126969, 126970, numerous paramedian plate fragments","Hell Wash (UCMP V82272, PFV 37)",NA,PF37,US,Arizona,Apache,based on nearby landmark,minutes,,Devils Playground area of Petrified Forest National Park,gp_mid,-37.64,10.53,101,US,FED,Chinle,,Petrified Forest,,,,,,,,NA,"""Upper Petrified Forest Formation""; now known as the Petrified Forest Member (Woody 2003) or the Painted Desert Member of the Petrified Forest Formation (Heckert & Lucas 2002). \r\n""just above Goblin Sandstone""",,not reported,,,,,,,,,,terrestrial indet.,,,macrofossils,,,,,,NA,,body,,,,,,,,,,,,,taxonomic,survey of museum collection,UCMP,,,,UCMP,1980s,,,terrestrial,NA,actively mobile,,NA,herbivore,,,,hydroxyapatite,,,NA,Typothorax,,,NA,coccinarum,,R. A. Long and P. A. Murry. 1995. Late Triassic (Carnian and Norian) tetrapods from the southwestern United States. New Mexico Museum of Natural History and Science Bulletin 4:1-254,R. Butler,R. Butler,
842197,occ,NA,,93461,NA,Pseudopalatus pristinus,species,69064,recombined as,Machaeroprosopus pristinus,NA,species,69064,Norian,,228,208.5,Long and Murry,1995,14122,Chordata,33815,Reptilia,36322,Eosuchia,37795,Parasuchidae,133090,Machaeroprosopus,69056,NA,NA,NA,NA,,-109.849998,35.033333,,Three Witches (PFV 38),NA,PF38,US,Arizona,Apache,based on nearby landmark,minutes,small collection,Wizard Wash area of Petrified Forest National Park,gp_mid,-37.64,10.53,101,US,FED,Chinle,,Petrified Forest,bed,,,,,,,NA,"""Upper Petrified Forest Formation""; now known as the Petrified Forest Member (Woody 2003) or the Painted Desert Member of the Petrified Forest Formation (Heckert & Lucas 2002). \r\n""a few m above Goblin Sandstone""",,not reported,,,,,,,,,,terrestrial indet.,,,macrofossils,,,,,,NA,,body,,,,,,,,,,,,,taxonomic,survey of museum collection,UCMP,,,,UCMP,1985,,,terrestrial,NA,actively mobile,,NA,carnivore,,,,hydroxyapatite,,,NA,Pseudopalatus,,,NA,pristinus,,R. A. Long and P. A. Murry. 1995. Late Triassic (Carnian and Norian) tetrapods from the southwestern United States. New Mexico Museum of Natural History and Science Bulletin 4:1-254,R. Butler,R. Butler,
842199,occ,NA,,93462,NA,Paratypothorax sp.,genus,64939,,Paratypothorax,NA,genus,64939,Norian,,228,208.5,Long and Murry,1995,14122,Chordata,33815,Reptilia,36322,Eosuchia,37795,Stagonolepididae,64937,Paratypothorax,64939,NA,NA,NA,1,specimens,-109.849998,35.033333,"UCMP, paramedian plate",Three Witches E (PFV 39),NA,"PF39, Hell Wash",US,Arizona,Apache,based on nearby landmark,minutes,small collection,Wizard Wash area of Petrified Forest National Park,gp_mid,-37.64,10.53,101,US,FED,Chinle,,Petrified Forest,bed,,,,,,,NA,"""Upper Petrified Forest Formation""; now known as the Petrified Forest Member (Woody 2003) or the Painted Desert Member of the Petrified Forest Formation (Heckert & Lucas 2002). \r\n""lower conglomeratic sandstone between maroon and ""goblin sandstone"" about 9 m below ""goblin sandstone""\r\nLow in the Petrified Forest Member, below Painted Desert Sandstone 1",,conglomerate,,,sandy,Y,,,,,,terrestrial indet.,,,macrofossils,,,,,,NA,,body,,,,,,,,,,,,,taxonomic,survey of museum collection,UCMP,,,,UCMP,1985,,,terrestrial,NA,actively mobile,,NA,herbivore,,,,hydroxyapatite,,,NA,Paratypothorax,,,NA,sp.,,R. A. Long and P. A. Murry. 1995. Late Triassic (Carnian and Norian) tetrapods from the southwestern United States. New Mexico Museum of Natural History and Science Bulletin 4:1-254,R. Butler,R. Butler,
842200,occ,NA,,93463,NA,Typothorax coccinarum,species,64940,,Typothorax coccinarum,NA,species,64940,Norian,,228,208.5,Long and Murry,1995,14122,Chordata,33815,Reptilia,36322,Eosuchia,37795,Stagonolepididae,64937,Typothorax,64792,NA,NA,NA,1,elements,-109.883331,34.788891,"UCMP, lateral horn from cervical region",Bat Cave (PFV 87),NA,PF87,US,Arizona,Navajo,estimated from map,seconds,small collection,,gp_mid,-37.72,10.29,101,US,,Chinle,,Sonsela,bed,,,,,,,NA,"Listed by Long & Murry (1995) as the Jim Camp Wash mudstone of the ""Upper Petrified Forest Formation"", between Rainbow Sandstone and Flattops Sandstone 1. This corresponds to the Sonsela Member",,not reported,,,,,,,,,,terrestrial indet.,,,macrofossils,,,,,,NA,,body,,,,,,,,,,,,,general faunal/floral,survey of museum collection,UCMP,,,,UCMP,1983,,,terrestrial,NA,actively mobile,,NA,herbivore,,,,hydroxyapatite,,,NA,Typothorax,,,NA,coccinarum,,R. A. Long and P. A. Murry. 1995. Late Triassic (Carnian and Norian) tetrapods from the southwestern United States. New Mexico Museum of Natural History and Science Bulletin 4:1-254,R. Butler,R. Butler,
842201,occ,NA,,93464,NA,Pseudopalatus pristinus,species,69064,recombined as,Machaeroprosopus pristinus,NA,species,69064,Norian,,228,208.5,Long and Murry,1995,14122,Chordata,33815,Reptilia,36322,Eosuchia,37795,Parasuchidae,133090,Machaeroprosopus,69056,NA,NA,NA,1,individuals,-109.783333,35,"PF 197, well-preserved long-snouted skull",Ramsey Tank Slide (PFV 59),NA,PF59,US,Arizona,Apache,based on political unit,degrees,small collection,,gp_mid,-37.59,10.48,101,US,,Chinle,,Petrified Forest,bed,,,,,,,NA,"""Upper Petrified Forest Formation""; now known as the Petrified Forest Member (Woody 2003) or the Painted Desert Member of the Petrified Forest Formation (Heckert & Lucas 2002).",,not reported,,,,,,,,,,terrestrial indet.,,,macrofossils,,,,,,NA,,body,,,,,,,,,,,,,general faunal/floral,survey of museum collection,,,,,NPS,1930s,,,terrestrial,NA,actively mobile,,NA,carnivore,,,,hydroxyapatite,,,NA,Pseudopalatus,,,NA,pristinus,,R. A. Long and P. A. Murry. 1995. Late Triassic (Carnian and Norian) tetrapods from the southwestern United States. New Mexico Museum of Natural History and Science Bulletin 4:1-254,R. Butler,R. Butler,
842202,occ,NA,,93465,NA,Typothorax coccinarum,species,64940,,Typothorax coccinarum,NA,species,64940,Norian,,228,208.5,Long and Murry,1995,14122,Chordata,33815,Reptilia,36322,Eosuchia,37795,Stagonolepididae,64937,Typothorax,64792,NA,NA,NA,NA,,-109.901947,34.823891,"UCMP, paramedian plate fragments",Old One-Eighty E (PFV 95),NA,PF95,US,Arizona,Navajo,based on nearby landmark,seconds,,"Old One-Eighty E area, southern Petrified Forest National Park",gp_mid,-37.72,10.33,101,US,,Chinle,,Petrified Forest,,,,,,,,NA,"""Upper Petrified Forest Formation""; now known as the Petrified Forest Member (Woody 2003) or the Painted Desert Member of the Petrified Forest Formation (Heckert & Lucas 2002). ",,not reported,,,,,,,,,,terrestrial indet.,,,macrofossils,,,,,,NA,,body,,,,,,,,,,,,,general faunal/floral,survey of museum collection,UCMP,,,,UCMP,"1983, 1984",,,terrestrial,NA,actively mobile,,NA,herbivore,,,,hydroxyapatite,,,NA,Typothorax,,,NA,coccinarum,,R. A. Long and P. A. Murry. 1995. Late Triassic (Carnian and Norian) tetrapods from the southwestern United States. New Mexico Museum of Natural History and Science Bulletin 4:1-254,R. Butler,R. Butler,
842204,occ,NA,,93466,NA,Typothorax coccinarum,species,64940,,Typothorax coccinarum,NA,species,64940,Norian,,228,208.5,Long and Murry,1995,14122,Chordata,33815,Reptilia,36322,Eosuchia,37795,Stagonolepididae,64937,Typothorax,64792,NA,NA,NA,NA,,-109.800003,34.866669,,Little Battleship W (PFV 92),NA,PF92,US,Arizona,Apache,estimated from map,minutes,,,gp_mid,-37.63,10.36,101,US,NPS,Chinle,,Petrified Forest,,,,,,,,NA,"""Upper Petrified Forest Formation""; now known as the Petrified Forest Member (Woody 2003) or the Painted Desert Member of the Petrified Forest Formation (Heckert & Lucas 2002).",,not reported,,,,,,,,,,terrestrial indet.,,,macrofossils,,,,,,NA,,body,,,,,,,,,,,,,general faunal/floral,survey of museum collection,UCMP,,,,UCMP,1984,,,terrestrial,NA,actively mobile,,NA,herbivore,,,,hydroxyapatite,,,NA,Typothorax,,,NA,coccinarum,,R. A. Long and P. A. Murry. 1995. Late Triassic (Carnian and Norian) tetrapods from the southwestern United States. New Mexico Museum of Natural History and Science Bulletin 4:1-254,R. Butler,R. Butler,
842205,occ,NA,,93466,NA,Pseudopalatus pristinus,species,69064,recombined as,Machaeroprosopus pristinus,NA,species,69064,Norian,,228,208.5,Long and Murry,1995,14122,Chordata,33815,Reptilia,36322,Eosuchia,37795,Parasuchidae,133090,Machaeroprosopus,69056,NA,NA,NA,2,specimens,-109.800003,34.866669,"UCMP 55163, complete slender-snouted skull. PEFO 4852, coracoid",Little Battleship W (PFV 92),NA,PF92,US,Arizona,Apache,estimated from map,minutes,,,gp_mid,-37.63,10.36,101,US,NPS,Chinle,,Petrified Forest,,,,,,,,NA,"""Upper Petrified Forest Formation""; now known as the Petrified Forest Member (Woody 2003) or the Painted Desert Member of the Petrified Forest Formation (Heckert & Lucas 2002).",,not reported,,,,,,,,,,terrestrial indet.,,,macrofossils,,,,,,NA,,body,,,,,,,,,,,,,general faunal/floral,survey of museum collection,UCMP,,,,UCMP,1984,,,terrestrial,NA,actively mobile,,NA,carnivore,,,,hydroxyapatite,,,NA,Pseudopalatus,,,NA,pristinus,,R. A. Long and P. A. Murry. 1995. Late Triassic (Carnian and Norian) tetrapods from the southwestern United States. New Mexico Museum of Natural History and Science Bulletin 4:1-254,R. Butler,R. Butler,
842209,occ,NA,,93469,NA,Typothorax coccinarum,species,64940,,Typothorax coccinarum,NA,species,64940,Norian,,228,208.5,Long and Murry,1995,14122,Chordata,33815,Reptilia,36322,Eosuchia,37795,Stagonolepididae,64937,Typothorax,64792,NA,NA,NA,1,individuals,-109.800003,35.099998,"UCMP, large number of plates representing a single individual",Wild Horse Wash (PFV 26),NA,PF26,US,Arizona,Apache,based on political unit,minutes,small collection,,gp_mid,-37.58,10.59,101,US,NPS,Chinle,,Petrified Forest,bed,,,,,,,NA,"""Upper Petrified Forest Formation""; now known as the Petrified Forest Member (Woody 2003) or the Painted Desert Member of the Petrified Forest Formation (Heckert & Lucas 2002).",,not reported,,,,,,,,,,terrestrial indet.,,,macrofossils,,,,,,NA,,body,,,,,,,,,,,,,general faunal/floral,survey of museum collection,UCMP,,,,UCMP,1983,,,terrestrial,NA,actively mobile,,NA,herbivore,,,,hydroxyapatite,,,NA,Typothorax,,,NA,coccinarum,,R. A. Long and P. A. Murry. 1995. Late Triassic (Carnian and Norian) tetrapods from the southwestern United States. New Mexico Museum of Natural History and Science Bulletin 4:1-254,R. Butler,R. Butler,
842212,occ,NA,,93471,NA,Postosuchus kirkpatricki,species,69074,,Postosuchus kirkpatricki,NA,species,69074,Norian,,228,208.5,Long and Murry,1995,14122,Chordata,33815,Reptilia,36322,Eosuchia,37795,Rauisuchidae,38249,Postosuchus,38264,NA,NA,NA,1,specimens,-109.51667,34.766666,"UCMP 27029, left surangular and articular",Mud Spring (UCMP 7049),NA,,US,Arizona,Apache,estimated from map,minutes,small collection,39 km south of Navajo,gp_mid,-37.42,10.21,101,US,,Chinle,,Petrified Forest,bed,,,,,,,NA,"""Upper Petrified Forest Formation""; now known as the Petrified Forest Member (Woody 2003) or the Painted Desert Member of the Petrified Forest Formation (Heckert & Lucas 2002).",,not reported,,,,,,,,,,terrestrial indet.,,,macrofossils,,,,,,NA,,body,,,,,,,,,,,,,general faunal/floral,survey of museum collection,UCMP,,,,UCMP,1924,,,terrestrial,NA,actively mobile,,NA,carnivore,,,,hydroxyapatite,,,NA,Postosuchus,,,NA,kirkpatricki,,R. A. Long and P. A. Murry. 1995. Late Triassic (Carnian and Norian) tetrapods from the southwestern United States. New Mexico Museum of Natural History and Science Bulletin 4:1-254,R. Butler,R. Butler,
842215,occ,NA,,93473,NA,Buettneria perfecta,species,100583,recombined as,Koskinonodon perfectus,NA,species,100583,Norian,,228,208.5,Long and Murry,1995,14122,Chordata,33815,Osteichthyes,34881,Temnospondyli,36320,Metoposauridae,37162,Koskinonodon,155206,NA,NA,NA,2,specimens,-109.599998,34.400002,"UCMP 27196, 27198, interclavicles of several individuals",Round Rock 1 (UCMP A271),NA,,US,Arizona,Apache,estimated from map,minutes,,13 to 15 km southwest of Round Rock Trading Post,gp_mid,-37.56,9.87,101,US,,Chinle,,Petrified Forest,,,,,,,,NA,"""Upper Petrified Forest Formation""; now known as the Petrified Forest Member (Woody 2003) or the Painted Desert Member of the Petrified Forest Formation (Heckert & Lucas 2002).",,not reported,,,,,,,,,,terrestrial indet.,,,macrofossils,,,,,,NA,,body,,,,,,,,,,,,,general faunal/floral,survey of museum collection,UCMP,,,,UCMP,1927,,,"brackish,freshwater,terrestrial",NA,actively mobile,amphibious,NA,carnivore,,,,hydroxyapatite,,,NA,Buettneria,,,NA,perfecta,,R. A. Long and P. A. Murry. 1995. Late Triassic (Carnian and Norian) tetrapods from the southwestern United States. New Mexico Museum of Natural History and Science Bulletin 4:1-254,R. Butler,R. Butler,
842223,occ,NA,,93360,NA,Leptosuchus crosbiensis,species,69060,,Leptosuchus crosbiensis,NA,species,69060,Norian,,228,208.5,Long and Murry,1995,14122,Chordata,33815,Reptilia,36322,Eosuchia,37795,Parasuchidae,133090,Leptosuchus,64948,NA,NA,NA,2,elements,-109.333336,36.416668,"UCMP 27195, 27192, squamosals",Lukachukai W (UCMP A270),NA,,US,Arizona,Apache,estimated from map,minutes,,10 km west of Lukachukai,gp_mid,-36.93,11.8,101,US,,Chinle,,Petrified Forest,group of beds,,,,,,,NA,lower part of member,,not reported,,,,,,,,,,terrestrial indet.,,,macrofossils,,,,,,NA,,body,,,,,,,,,,,,,general faunal/floral,survey of museum collection,UCMP,,,,UCMP,1927,,,terrestrial,NA,actively mobile,,NA,carnivore,,,,hydroxyapatite,,,NA,Leptosuchus,,,NA,crosbiensis,,R. A. Long and P. A. Murry. 1995. Late Triassic (Carnian and Norian) tetrapods from the southwestern United States. New Mexico Museum of Natural History and Science Bulletin 4:1-254,R. Butler,R. Butler,
842224,occ,NA,,93364,NA,Leptosuchus sp.,genus,64948,,Leptosuchus,NA,genus,64948,Norian,,228,208.5,Long and Murry,1995,14122,Chordata,33815,Reptilia,36322,Eosuchia,37795,Parasuchidae,133090,Leptosuchus,64948,NA,NA,NA,2,specimens,-109.566666,36.450001,"UCMP 83574, left squamosal and fragmentary skull. UCMP 83476, large scutes",Round Rock 5 (UCMP V6945),NA,,US,Arizona,Apache,estimated from map,minutes,,10 km southwest of Round Rock Trading Post,gp_mid,-37.11,11.87,101,US,,Chinle,,Blue Mesa,,,,,,,,NA,Most localities in the Round Rock area are from the Blue Mesa Member (Parker 2005),,not reported,,,,,,,,,,terrestrial indet.,,,macrofossils,,,,,,NA,,body,,,,,,,,,,,,,general faunal/floral,survey of museum collection,UCMP,,,,UCMP,1938,,,terrestrial,NA,actively mobile,,NA,carnivore,,,,hydroxyapatite,,,NA,Leptosuchus,,,NA,sp.,,R. A. Long and P. A. Murry. 1995. Late Triassic (Carnian and Norian) tetrapods from the southwestern United States. New Mexico Museum of Natural History and Science Bulletin 4:1-254,R. Butler,R. Butler,
842228,occ,NA,,52501,NA,Paratypothorax sp.,genus,64939,,Paratypothorax,NA,genus,64939,Norian,,228,208.5,Long and Murry,1995,14122,Chordata,33815,Reptilia,36322,Eosuchia,37795,Stagonolepididae,64937,Paratypothorax,64939,NA,NA,NA,1,specimens,-109.800003,34.866669,"UCMP 126960, paramedian plate fragment","Battleship NW, UCMP V82261",NA,"PFV 169, PEFO 85075",US,Arizona,Apache,estimated from map,minutes,outcrop,"near large butte (the ""Battleship"") across road from the Crystal Forest",gp_mid,-37.63,10.36,101,US,NPS,Chinle,,Sonsela,bed,Adamanian,,,,,,NA,lower part of member,"""sandy mudstone facies...just lateral to a cross-bedded sandstone...Small extraformational clasts and petrified roots are common here.""",mudstone,paleosol/pedogenic,,sandy,Y,sandstone,"""cross stratification""",poorly lithified,,Y,"""floodplain""",,"""a proximal floodplain facies that has been pedogenically modified.""",macrofossils,,,,,,NA,,body,,,,,,,,,frequent,,,,general faunal/floral,"selective quarrying,surface (float),surface (in situ),mechanical,field collection",UCMP,,,,,1982-2005,,,terrestrial,NA,actively mobile,,NA,herbivore,,,,hydroxyapatite,,,NA,Paratypothorax,,,NA,sp.,,R. A. Long and P. A. Murry. 1995. Late Triassic (Carnian and Norian) tetrapods from the southwestern United States. New Mexico Museum of Natural History and Science Bulletin 4:1-254,R. Butler,R. Butler,
842231,occ,23474,,92923,NA,Pravusuchus hortus,species,171950,,Pravusuchus hortus,NA,species,171950,Norian,,228,208.5,Stocker,2010,34026,Chordata,33815,Reptilia,36322,Eosuchia,37795,Parasuchidae,133090,Pravusuchus,171949,NA,NA,NA,1,specimens,-109.849998,35.033333,"PEFO 31218, complete skull",Saurian Valley N (PF 099),NA,,US,Arizona,Navajo,based on nearby landmark,minutes,,Devils Playground area of Petrified Forest National Park,gp_mid,-37.64,10.53,101,US,FED,Chinle,,Sonsela,,,,,,,,NA,"""Top of Sonsela Sandstone"" within lower Petrified Forest Member according to Long & Murry (1995). Sonsela Member according to Parker & Irmis (2005)\r\n",,not reported,,,,,,,,,,terrestrial indet.,,,macrofossils,,,,,,NA,,body,,,,,,,,,,,,,taxonomic,survey of museum collection,UCMP,,,,UCMP,1985,,"Long & Murry (1995:213) also list Paratypothorax sp. and Leptosuchus sp. in their taxonomic list for this locality; however, specimens of these taxa are not listed for this locality in their Appendix 2",terrestrial,NA,actively mobile,,NA,carnivore,,,,hydroxyapatite,,,NA,Pravusuchus,,,NA,hortus,,"M. R. Stocker. 2010. A new taxon of phytosaur (Archosauria: Pseudosuchia) from the Late Triassic (Norian) Sonsela Member (Chinle Formation) in Arizona, and a critical reevaluation of Leptosuchus Case, 1922. Palaeontology 53:997-1022",R. Butler,R. Butler,
842232,occ,NA,,93478,NA,Leptosuchus sp.,genus,64948,,Leptosuchus,NA,genus,64948,Norian,,228,208.5,Parker and Irmis,2005,15512,Chordata,33815,Reptilia,36322,Eosuchia,37795,Parasuchidae,133090,Leptosuchus,64948,NA,NA,NA,1,individuals,-109.75,34.933334,"PEFO 26695, relatively complete skeleton lacking skull",Gobstopper Hill (PFV 263),NA,,US,Arizona,Apache,estimated from map,minutes,small collection,"Vicinity of ""Phytosaur Basin"", Petrified Forest National Park",gp_mid,-37.58,10.41,101,US,NPS,Chinle,,Blue Mesa,bed,,,,,,,NA,"upper Blue Mesa Member, just below the base of the Sonsela Member (see Parker & Irmis 2005: fig. 8). early to middle Norian, Adamanian. ",,not reported,,,,,,,,,,terrestrial indet.,,,macrofossils,,,,,,NA,,body,,,,,,,,,,,,,taxonomic,field collection,,,,,,,,,terrestrial,NA,actively mobile,,NA,carnivore,,,,hydroxyapatite,,,NA,Leptosuchus,,,NA,sp.,,"W. Parker and R. B. Irmis. 2005. Advances in Late Triassic vertebrate paleontology based on new material from Petrified Forest National Park, Arizona. Vertebrate Paleontology in Arizona, New Mexico Museum of Natural History and Science Bulletin 29:45-58",R. Butler,R. Butler,R. Butler
842233,occ,NA,,93230,NA,Stagonolepis sp.,genus,38271,,Stagonolepis,NA,genus,38271,Norian,,228,208.5,Parker and Irmis,2005,15512,Chordata,33815,Reptilia,36322,Eosuchia,37795,Stagonolepididae,64937,Stagonolepis,38271,NA,NA,NA,NA,,-109.800003,34.866669,,"Battleship W2 (UCMP V82264, PFV 169)",NA,Battleship N,US,Arizona,Apache,estimated from map,minutes,,,gp_mid,-37.63,10.36,101,US,NPS,Chinle,,Sonsela,,,,,,,,NA,"Rainbow Forest Bed, base of the Sonsela Member",,not reported,,,,,,,,,,terrestrial indet.,,,macrofossils,,,,,,NA,,body,,,,,,,,,,,,,general faunal/floral,survey of museum collection,UCMP,,,,,1982,,,terrestrial,NA,actively mobile,,NA,herbivore,,,,hydroxyapatite,,,NA,Stagonolepis,,,NA,sp.,,"W. Parker and R. B. Irmis. 2005. Advances in Late Triassic vertebrate paleontology based on new material from Petrified Forest National Park, Arizona. Vertebrate Paleontology in Arizona, New Mexico Museum of Natural History and Science Bulletin 29:45-58",R. Butler,R. Butler,
